user_id,num_transactions_Fri,num_transactions_Mon,num_transactions_Sat,num_transactions_Sun,num_transactions_Thu,num_transactions_Tue,num_transactions_Wed,INBOUND_count,OUTBOUND_count,CANCELLED_count,COMPLETED_count,DECLINED_count,FAILED_count,PENDING_count,REVERTED_count,is_user_engaged,median_usd,mean_usd,min_usd,max_usd,std_usd
user_3546,1,4,3,6,2,4,1,8,13,0,15,0,3,0,3,NOT_ENGAGED,14.37,71.36999999999999,0.0,340.43,116.22035604832745
user_2037,6,0,3,13,9,6,7,10,34,0,33,5,1,1,4,ENGAGED,8.51,52.94181818181817,0.0,1540.43,231.38467844667926
user_1280,0,0,0,0,3,1,0,3,1,0,3,0,0,0,1,NOT_ENGAGED,25.529999999999998,23.615,0.85,42.55,22.086758476517097
user_303,0,0,1,0,3,0,0,3,1,0,3,0,0,0,1,NOT_ENGAGED,5.11,4.895,0.85,8.51,3.1370208797519976
user_3355,8,8,9,7,5,8,6,8,43,0,48,1,0,0,2,ENGAGED,8.51,32.421372549019615,0.85,510.64,90.3810266597942
user_2706,19,27,38,33,9,18,22,79,87,0,131,16,0,4,15,ENGAGED,3.835,87.31500000000004,0.0,2884.49,383.6745446066117
user_3658,50,10,15,29,12,11,4,37,94,0,113,14,0,0,4,ENGAGED,7.23,13.100534351145031,0.74,60.94,14.476469411957785
user_2736,0,1,1,1,2,1,0,2,4,0,4,0,2,0,0,NOT_ENGAGED,0.6,0.6833333333333332,0.6,0.85,0.12909944487358055
user_2637,12,3,7,9,3,5,4,15,28,0,38,1,1,0,3,ENGAGED,14.97,16.299767441860467,0.74,54.19,14.6867595843156
user_2202,12,6,15,16,16,6,18,17,72,0,83,3,1,0,2,ENGAGED,10.45,21.539213483146064,0.43,170.21,30.241366808063027
user_2838,19,5,22,6,16,21,27,52,64,0,106,2,1,0,7,ENGAGED,170.21,174.88206896551716,0.07,680.85,139.1448543535602
user_3916,13,7,11,7,8,19,10,20,55,0,62,8,2,0,3,ENGAGED,7.99,18.422666666666657,0.0,170.21,27.49699439758645
user_235,24,2,13,21,11,13,11,40,55,0,93,0,0,0,2,ENGAGED,8.51,22.26810526315789,0.77,127.66,26.85227968034288
user_1305,70,49,95,53,55,49,51,43,379,0,406,4,8,1,3,ENGAGED,1.27,95.78047393364918,0.0,4255.32,552.7673910548194
user_2916,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,NOT_ENGAGED,4.68,4.68,0.85,8.51,5.416437943888954
user_1871,40,41,45,26,28,32,22,61,173,0,225,1,4,1,3,ENGAGED,4.225,8.17482905982905,0.24,153.19,15.460482928229876
user_4946,15,8,19,16,10,19,15,23,79,0,87,11,1,0,3,ENGAGED,2.245,5.08607843137255,0.26,18.48,5.430044792562319
user_2556,0,4,2,6,4,2,3,13,8,0,16,0,0,0,5,ENGAGED,17.02,59.29285714285714,0.85,485.11,139.26284634254958
user_3337,158,88,148,122,132,165,83,160,736,0,784,71,0,6,35,ENGAGED,16.6,77.18941964285719,0.0,3374.99,244.51716090007847
user_2822,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,NOT_ENGAGED,8.51,8.51,8.51,8.51,
user_4272,5,8,4,5,5,0,1,9,19,0,14,7,1,0,6,ENGAGED,5.165,5.894999999999999,0.85,17.02,4.480930376276453
user_3496,90,52,98,45,107,106,102,68,532,0,535,17,12,5,31,ENGAGED,2.81,17.134833333333365,0.0,348.31,40.83698094857013
user_3166,6,7,6,10,7,5,10,11,40,0,37,6,2,0,6,NOT_ENGAGED,10.21,24.309019607843133,0.26,255.32,49.93507682000306
user_2991,26,15,27,56,26,13,16,41,138,0,156,10,4,3,6,ENGAGED,16.09,16.08139664804469,0.0,59.57,11.187251058265515
user_2248,5,5,14,3,14,17,17,24,51,0,72,1,0,1,1,ENGAGED,516.6,680.4992000000002,0.0,2893.62,695.4182421989914
user_3173,0,2,1,0,0,0,4,3,4,0,6,0,0,0,1,NOT_ENGAGED,17.02,41.54857142857143,0.85,85.11,39.586146326112384
user_2113,0,0,0,0,3,0,0,2,1,0,2,0,0,0,1,NOT_ENGAGED,42.55,28.649999999999995,0.85,42.55,24.07550622520739
user_2160,142,42,41,60,202,203,196,25,861,0,856,29,0,0,1,ENGAGED,0.87,14.963634311512436,0.01,2093.62,89.62193222982512
user_3112,18,30,23,20,35,34,47,44,163,0,188,4,3,0,12,ENGAGED,16.03,49.21502415458941,0.0,529.95,92.23732030034662
user_2012,5,3,6,1,5,2,4,6,20,0,25,1,0,0,0,ENGAGED,30.665,39.09076923076923,0.85,170.21,36.15284342046439
user_3352,32,21,23,35,15,26,24,55,121,0,156,10,0,0,10,ENGAGED,24.71,38.41454545454545,0.81,255.32,44.46620915215999
user_604,2,2,13,4,0,9,3,18,15,0,27,0,0,0,6,ENGAGED,5.96,8.52030303030303,0.85,29.79,7.213926845366747
user_3854,1,0,8,0,1,0,4,7,7,0,6,2,0,0,6,ENGAGED,8.51,27.194999999999997,0.85,170.21,49.89392621428908
user_1590,14,10,10,12,9,12,1,16,52,0,59,1,0,0,8,ENGAGED,18.82,44.45941176470588,0.0,382.98,66.62619929490677
user_1328,17,25,14,21,19,25,30,15,136,1,144,2,0,0,4,ENGAGED,5.53,33.88721854304637,0.0,1234.04,126.34857727814715
user_2406,0,5,4,7,3,2,0,7,14,0,20,0,0,0,1,NOT_ENGAGED,80.2,92.94333333333336,0.85,212.77,82.21612909480312
user_4811,0,1,2,3,2,5,3,8,8,0,8,4,0,0,4,NOT_ENGAGED,5.32,12.368125,0.03,46.81,15.668633302982533
user_3641,6,6,4,5,4,1,3,4,25,0,26,0,0,0,3,ENGAGED,6.51,10.32137931034483,0.0,76.6,15.015400837649022
user_3736,18,1,34,18,12,5,14,34,68,0,87,2,1,3,9,ENGAGED,8.94,28.68901960784313,0.0,437.45,63.05152120101456
user_115,0,0,4,0,0,6,0,4,6,0,8,1,0,0,1,ENGAGED,6.8100000000000005,34.592,0.85,127.66,50.632849855054026
user_2770,1,10,17,8,7,4,2,14,35,0,40,0,5,0,4,ENGAGED,45.84,122.44795918367349,0.85,2106.38,317.41449331525746
user_2527,249,120,208,144,187,223,184,180,1135,0,1260,16,3,5,31,ENGAGED,2.55,17.821323193916335,0.0,595.75,51.893738456020785
user_3359,100,113,101,152,104,109,116,68,727,0,748,27,3,0,17,ENGAGED,1.7,22.543672955974905,0.0,595.75,73.333703528066
user_4944,20,1,6,0,6,7,7,28,19,0,23,1,9,0,14,ENGAGED,8.51,16.796808510638293,0.85,85.11,20.694088854211795
user_3103,31,41,72,68,44,33,33,84,238,0,244,39,18,1,20,ENGAGED,21.28,55.43124223602488,0.0,595.75,82.05126461696565
user_1898,93,56,76,46,76,44,82,141,332,0,414,13,25,1,20,ENGAGED,8.92,33.027653276955675,0.0,510.64,64.2887568770371
user_2865,36,108,25,7,63,43,55,50,287,1,304,14,8,1,9,ENGAGED,2.13,17.26409495548962,0.0,267.47,39.671750307582165
user_2117,2,8,15,8,4,3,2,18,24,0,25,8,2,0,7,NOT_ENGAGED,34.36,44.94857142857141,0.85,366.81,58.50472882998762
user_3742,25,6,3,8,5,6,7,19,41,0,41,3,1,5,10,ENGAGED,8.51,33.71799999999999,0.0,255.32,59.15751452474794
user_2338,152,152,214,279,135,168,131,117,1114,0,1194,14,0,1,22,ENGAGED,8.09,26.203736799350075,0.0,680.85,55.12746262928921
user_369,10,1,7,9,7,4,7,2,43,0,30,12,0,0,3,NOT_ENGAGED,12.68,47.318444444444445,0.0,687.42,109.46085838316725
user_2474,20,44,37,58,25,56,39,95,184,0,254,14,0,3,8,ENGAGED,17.45,60.315913978494635,0.0,3159.84,247.62457105553688
user_3547,9,3,5,2,5,2,2,4,24,0,23,1,2,1,1,ENGAGED,19.365000000000002,88.92035714285713,0.0,553.19,161.75708524140035
user_2138,3,12,0,30,2,0,2,7,42,0,23,5,0,1,20,ENGAGED,1.33,5.179183673469387,0.0,45.11,8.29365566681713
user_4310,162,168,275,235,181,155,160,71,1265,0,1313,12,1,2,8,ENGAGED,1.12,7.752103293413197,0.0,1276.6,39.38033769720465
user_1542,61,2,76,71,82,31,51,31,343,1,346,12,0,4,11,ENGAGED,3.8049999999999997,11.95470588235296,0.0,127.66,21.18736107882027
user_179,28,14,26,18,19,33,15,21,132,0,139,3,1,0,10,ENGAGED,8.54,33.58496732026144,0.0,425.53,70.84579475433901
user_1844,122,225,165,173,92,206,143,95,1031,0,1083,24,0,0,19,ENGAGED,3.4,16.535035523978728,0.0,510.64,40.443161148550516
user_2631,9,1,6,1,2,2,11,9,23,0,27,3,0,0,2,ENGAGED,14.295000000000002,31.450937499999995,0.39,127.66,39.04555762260905
user_1350,1,6,5,8,2,5,3,9,21,0,24,1,2,0,3,ENGAGED,12.825,22.663666666666668,0.0,127.66,30.37798879671486
user_2128,44,3,45,10,48,62,56,32,236,0,251,5,2,2,8,ENGAGED,7.83,25.614179104477564,0.0,510.64,51.645814610085644
user_3659,3,10,0,2,0,2,0,7,10,0,10,1,0,0,6,NOT_ENGAGED,12.77,38.12764705882352,0.85,100.36,38.7995640325719
user_1956,15,17,8,19,19,23,17,22,96,0,87,16,5,1,9,ENGAGED,42.72,124.56644067796609,0.0,1702.13,253.99712863147667
user_3255,18,18,18,24,8,5,15,27,79,0,97,3,1,0,5,ENGAGED,7.36,30.42367924528302,0.0,297.87,51.208480609506765
user_4769,40,39,58,85,67,43,55,104,283,1,328,26,9,1,22,ENGAGED,17.0,61.90279069767443,0.0,850.21,112.47222415875721
user_2290,140,79,104,79,102,115,91,121,589,0,648,10,32,0,20,ENGAGED,8.58,33.72005633802817,0.0,510.64,71.69989031430138
user_3784,92,57,69,71,74,40,67,83,387,2,439,16,3,0,10,ENGAGED,4.09,12.990340425531965,0.0,868.09,48.04095830133624
user_2300,11,5,9,7,10,11,17,21,49,0,70,0,0,0,0,ENGAGED,13.325,17.30157142857143,0.09,85.11,14.18257152902757
user_3008,166,138,146,154,148,177,159,98,990,0,1055,6,2,4,21,ENGAGED,3.76,19.569586397058803,0.0,255.32,38.989493953412854
user_4011,29,35,73,35,56,30,60,46,272,0,288,16,7,0,7,ENGAGED,4.165,16.012735849056607,0.01,170.21,26.175887049697504
user_2236,80,59,126,82,99,76,68,293,297,1,354,28,179,1,27,ENGAGED,9.934999999999999,22.21325423728823,0.0,255.32,33.965789283983675
user_2643,31,11,23,18,24,29,37,39,134,0,140,14,5,0,14,ENGAGED,8.63,18.02624277456649,0.09,170.21,22.28672952962736
user_2208,7,6,2,4,5,1,5,11,19,0,19,3,7,0,1,ENGAGED,16.965,50.83333333333335,0.85,595.75,108.29238870102883
user_2730,119,55,113,75,90,106,121,56,623,0,595,32,1,19,32,ENGAGED,14.22,44.85446244477174,0.0,1531.92,105.81431722206712
user_2873,64,63,70,70,78,62,48,40,415,0,413,8,3,0,31,ENGAGED,3.22,33.43505494505494,0.0,851.06,86.95604861981639
user_3864,63,60,122,63,42,43,28,93,328,1,398,10,1,9,2,ENGAGED,3.34,6.540000000000013,0.15,85.11,8.94211062227215
user_5024,6,7,8,14,4,8,6,19,34,0,35,6,9,0,3,ENGAGED,37.45,55.80641509433961,0.76,255.32,61.47146079824797
user_4624,7,0,2,0,2,6,1,14,4,0,6,0,3,0,9,NOT_ENGAGED,42.55,60.06666666666667,0.85,170.21,41.12040684165867
user_3984,1,6,10,4,2,2,4,10,19,0,24,1,0,0,4,ENGAGED,17.02,35.737931034482756,0.0,170.21,40.145624684151926
user_4801,12,7,21,4,15,9,10,11,67,0,73,1,0,0,4,ENGAGED,14.82,51.80871794871795,0.0,557.29,107.6730141927307
user_3765,22,13,43,36,24,19,27,53,131,0,155,13,2,0,14,ENGAGED,50.275,71.8195108695652,0.0,425.53,70.99189252779135
user_4731,6,5,4,7,2,2,2,7,21,0,25,1,1,0,1,ENGAGED,8.175,36.0875,0.85,306.38,62.11581683376566
user_3406,18,27,16,20,29,16,17,16,127,4,133,0,0,0,6,ENGAGED,9.28,28.423006993006993,0.0,340.43,52.68437953063623
user_1857,10,22,34,22,5,11,9,19,94,0,89,20,1,0,3,ENGAGED,3.03,8.196637168141589,0.0,127.66,15.725267009464838
user_2328,6,7,10,28,3,14,21,12,77,0,85,0,0,0,4,ENGAGED,4.26,11.55157303370786,0.01,89.36,20.473566433268203
user_4414,9,2,4,8,21,1,4,15,34,0,37,2,6,0,4,NOT_ENGAGED,8.51,30.9065306122449,0.03,170.21,42.28637293064105
user_2388,4,12,21,8,6,8,3,21,41,2,48,10,1,0,1,NOT_ENGAGED,8.51,11.195161290322577,0.85,42.55,9.63603546494904
user_2580,12,19,22,19,14,13,19,24,94,0,93,14,2,0,9,ENGAGED,10.2,31.229830508474567,0.0,717.02,84.46308771466866
user_1963,0,0,8,0,3,3,0,11,3,0,7,0,1,0,6,ENGAGED,13.365,29.35928571428571,0.85,162.39,49.87159997499513
user_2344,2,3,2,4,5,0,4,11,9,0,17,0,1,0,2,ENGAGED,50.635,438.07349999999997,0.85,2687.71,874.5682592316773
user_3036,1,3,1,5,7,10,1,20,8,1,10,1,12,0,4,ENGAGED,8.51,20.366428571428575,0.85,57.87,21.350649086201486
user_2019,13,5,6,15,5,13,18,15,60,0,63,11,0,0,1,NOT_ENGAGED,12.6,16.145733333333332,0.85,85.11,16.680165610472603
user_2633,0,0,0,4,3,2,6,9,6,0,8,2,1,0,4,ENGAGED,12.77,16.68733333333333,0.85,42.55,13.648365923470559
user_1886,41,17,9,20,32,22,14,56,99,0,106,47,0,0,2,ENGAGED,85.11,103.73567741935493,0.85,481.7,81.64885022388422
user_2534,59,86,95,84,59,106,47,34,502,0,500,17,4,2,13,ENGAGED,6.215,33.98625000000006,0.0,1021.28,95.3691921861964
user_3026,13,11,4,14,7,27,25,61,40,0,36,11,53,0,1,ENGAGED,42.55,58.64752475247528,0.85,255.32,55.279407981742004
user_1182,7,12,19,14,3,12,0,7,60,0,58,9,0,0,0,ENGAGED,9.46,42.3205970149254,2.9,368.6,86.38786748220505
user_3779,33,39,51,28,36,28,26,63,178,0,189,9,20,6,17,ENGAGED,57.96,143.92224066390042,0.0,1555.75,235.58515232103474
user_3723,41,25,33,37,34,26,20,41,175,0,180,16,9,1,10,ENGAGED,20.310000000000002,51.30828703703706,0.0,340.43,67.42742286189124
user_2954,8,7,9,10,13,2,2,33,18,0,24,1,1,0,25,ENGAGED,8.51,12.523725490196075,0.01,42.55,12.59486370879563
user_3209,2,2,1,5,3,6,0,4,15,1,15,2,0,0,1,NOT_ENGAGED,10.9,23.97684210526316,0.85,170.21,37.98901479413805
user_3018,54,39,49,52,67,50,66,31,346,0,347,25,2,0,3,ENGAGED,2.13,7.154588859416446,0.0,255.32,18.881811815877057
user_2521,118,131,153,126,126,122,147,47,876,0,822,38,3,11,49,ENGAGED,4.55,38.311852654387906,0.0,2263.83,152.19968454368535
user_4570,12,27,8,30,16,18,9,31,89,0,106,3,1,0,10,ENGAGED,7.91,22.46116666666669,0.0,255.32,34.36657187577774
user_3689,34,27,33,27,24,7,16,56,112,0,152,9,1,1,5,ENGAGED,16.805,55.20214285714292,0.0,695.92,121.67907633662888
user_1329,15,2,29,5,27,11,20,20,89,0,106,2,0,0,1,ENGAGED,17.02,29.436238532110085,0.85,170.21,35.572864444607596
user_3855,3,0,1,1,3,1,2,1,10,0,5,5,0,0,1,NOT_ENGAGED,127.4,87.7,0.0,170.21,74.2042019025877
user_3994,8,4,8,2,5,8,3,8,30,0,31,5,0,0,2,ENGAGED,17.02,45.84394736842105,0.73,425.53,84.07643290770393
user_3679,0,0,4,0,0,1,5,4,6,0,9,0,0,0,1,NOT_ENGAGED,284.235,181.088,1.0,314.44,150.5372953272525
user_4018,0,0,2,0,1,0,3,4,2,0,2,1,2,0,1,NOT_ENGAGED,17.02,13.048333333333334,0.85,17.87,6.927722328923603
user_3245,23,55,32,64,25,30,14,28,215,0,224,5,3,0,11,ENGAGED,4.52,16.45460905349794,0.8,280.85,42.07774210104122
user_408,28,22,29,11,28,13,27,12,146,2,143,10,0,0,3,ENGAGED,8.51,25.10689873417722,0.1,425.53,56.756301077298374
user_2190,5,0,8,1,6,9,6,9,26,1,23,4,0,0,7,ENGAGED,28.85,193.92657142857146,0.85,1191.49,338.05673224669096
user_4178,18,1,13,13,3,2,5,22,33,0,38,8,0,0,9,ENGAGED,42.55,50.30309090909092,0.0,127.66,28.089536002966536
user_119,29,27,33,41,36,35,25,22,204,0,215,5,0,2,4,ENGAGED,7.27,103.25159292035404,0.0,5106.39,529.6732205083373
user_3499,6,1,14,1,6,1,6,21,14,0,19,5,11,0,0,ENGAGED,8.51,3331333.6068571424,0.01,58723452.7,13729781.69530887
user_3225,8,9,2,11,16,6,3,6,49,0,50,3,0,0,2,ENGAGED,28.51,141.4647272727273,0.85,3404.26,465.77126728587604
user_3522,22,23,24,23,37,27,46,25,177,2,181,5,0,1,13,ENGAGED,10.41,35.44039603960399,0.0,748.94,85.21924945371387
user_1123,27,16,18,26,20,17,14,8,130,0,114,15,0,1,8,ENGAGED,3.9299999999999997,25.203840579710146,0.0,1074.77,99.87004460412476
user_2775,28,11,24,30,34,14,47,24,164,0,148,30,3,0,7,ENGAGED,5.06,24.844893617021274,0.0,323.4,49.944799170281435
user_3073,0,0,0,0,3,2,1,3,3,2,2,0,0,0,2,NOT_ENGAGED,127.66,85.53166666666665,0.85,128.51,65.59496304341262
user_2531,50,66,52,54,65,44,53,36,348,0,321,40,6,0,17,ENGAGED,9.02,30.73268229166666,0.0,475.32,69.50325843061756
user_1519,28,19,27,12,32,33,32,25,158,0,170,6,2,2,3,ENGAGED,17.02,50.3644262295082,0.0,323.4,80.20318828151802
user_2597,7,5,8,5,13,7,14,14,45,0,57,0,0,0,2,ENGAGED,5.11,14.416440677966099,0.0,135.32,23.174327112406075
user_3556,0,0,0,0,0,0,6,6,0,0,1,0,2,0,3,NOT_ENGAGED,4.68,4.68,0.85,8.51,4.195554790489572
user_3598,1,1,0,1,0,0,2,2,3,0,4,0,0,0,1,ENGAGED,3.29,3.54,0.85,8.51,2.9757856105573195
user_2642,20,24,29,32,24,30,19,29,149,0,129,10,1,0,38,ENGAGED,14.754999999999999,52.87724719101122,0.0,680.85,111.07536670144039
user_2947,3,0,7,7,0,2,0,10,9,0,11,4,0,0,4,NOT_ENGAGED,212.77,206.1373684210526,0.85,553.19,172.60116388953867
user_3084,19,8,31,15,17,13,23,43,83,0,100,9,0,1,16,ENGAGED,33.905,57.38198412698415,0.0,765.96,88.8908128438015
user_2170,11,10,35,15,15,5,5,28,68,0,85,5,4,0,2,ENGAGED,5.965,16.26635416666666,0.0,91.91,22.956346037862552
user_3771,4,0,0,1,7,11,10,13,20,0,24,4,1,0,4,ENGAGED,8.08,28.66333333333334,0.85,170.21,54.05730262107671
user_2415,3,0,2,2,1,1,1,2,8,0,9,0,0,0,1,NOT_ENGAGED,17.615000000000002,547.7740000000001,0.1,2705.6,930.777119295723
user_2372,26,8,30,20,29,29,30,17,155,0,147,14,0,1,10,ENGAGED,1.95,11.700872093023245,0.0,127.66,21.79712188860765
user_3071,0,2,3,3,6,1,2,6,11,0,4,8,3,0,2,ENGAGED,3.19,5.641764705882353,0.68,17.02,5.767643837926929
user_2516,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,NOT_ENGAGED,4.68,4.68,0.85,8.51,5.416437943888954
user_1539,0,6,3,4,0,4,2,3,16,0,15,3,0,0,1,NOT_ENGAGED,9.5,13.476315789473684,0.85,50.01,13.47051851288019
user_1655,9,28,20,42,8,11,13,24,107,0,123,0,1,1,6,ENGAGED,22.01,49.021908396946536,0.0,455.65,71.29688335096266
user_2256,0,1,0,1,1,1,0,2,2,0,4,0,0,0,0,NOT_ENGAGED,8.75,7.3075,1.7,10.03,3.78671691574641
user_3432,0,0,5,0,2,0,0,6,1,0,2,0,2,0,3,NOT_ENGAGED,8.51,5.834285714285714,0.85,8.51,3.6254464421312176
user_3762,0,2,0,2,0,0,0,3,1,0,3,0,0,0,1,NOT_ENGAGED,12.719999999999999,10.827499999999999,0.85,17.02,7.756908211394538
user_2371,0,0,0,0,10,0,3,10,3,0,6,0,6,0,1,NOT_ENGAGED,2.85,10.430769230769227,0.85,34.04,12.439686800410518
user_3469,23,30,17,26,34,12,20,41,121,0,120,16,8,3,15,ENGAGED,19.22,48.471790123456806,0.0,714.04,98.62182091896209
user_1401,4,0,0,0,0,0,2,5,1,0,2,0,4,0,0,NOT_ENGAGED,0.85,4.255000000000001,0.85,17.02,6.481548426109304
user_2856,4,1,4,0,5,3,3,4,16,0,14,2,0,0,4,ENGAGED,9.785,20.3315,0.85,85.11,28.19497459421485
user_2635,15,44,26,26,21,26,14,11,161,0,141,16,1,0,14,ENGAGED,1.8199999999999998,16.843255813953498,0.0,357.1,45.85494700439944
user_3610,38,22,37,40,38,24,36,30,205,0,222,1,1,5,6,ENGAGED,6.07,17.62714893617021,0.17,255.32,32.660379483259895
user_3358,110,69,152,102,120,132,129,271,543,0,728,48,6,4,28,ENGAGED,2.17,29.897174447174432,0.0,1702.13,105.15031622440581
user_3582,19,26,10,16,18,7,13,33,76,0,93,11,0,1,4,ENGAGED,11.46,36.21623853211011,0.0,553.19,70.42579561849573
user_3603,11,15,16,19,3,32,3,22,77,3,85,3,0,0,8,ENGAGED,5.53,10.857272727272719,0.0,93.62,14.717395636552686
user_158,6,13,16,10,18,9,12,18,66,0,72,0,0,1,11,ENGAGED,2.4,5.988452380952377,0.0,85.11,11.662867498986257
user_3170,25,23,28,32,44,15,27,53,141,0,147,29,10,0,8,ENGAGED,32.055,60.11515463917526,0.0,434.04,80.700432376334
user_1667,17,1,9,6,15,8,3,9,50,0,53,5,0,0,1,ENGAGED,5.69,24.083559322033892,0.01,170.21,44.620405095717175
user_2487,4,1,15,9,22,21,13,27,58,0,79,2,2,0,2,ENGAGED,4.49,13.445999999999998,0.47,132.87,26.25057229308126
user_2978,60,62,59,92,44,46,40,75,328,1,321,28,19,9,25,ENGAGED,9.19,23.365756823821346,0.0,425.53,45.93454822903338
user_1982,36,47,44,27,35,35,13,69,168,0,215,12,2,0,8,ENGAGED,8.51,28.198101265822867,0.0,859.58,72.93617680877738
user_2545,4,0,2,0,3,0,5,7,7,0,11,0,1,0,2,ENGAGED,6.41,7.3914285714285715,0.03,19.84,7.089106330943878
user_1468,0,0,0,0,4,0,0,3,1,0,2,0,0,0,2,NOT_ENGAGED,4.68,21.702499999999997,0.85,76.6,36.77603873448036
user_2879,32,16,37,18,49,25,55,23,209,0,216,10,2,0,4,ENGAGED,5.83,20.604482758620698,0.0,255.32,41.20208499000398
user_2858,11,30,15,21,10,17,6,27,83,0,85,3,1,1,20,ENGAGED,8.51,27.30690909090908,0.0,243.66,42.620821046630574
user_1983,51,25,53,44,33,44,20,53,217,0,253,11,0,3,3,ENGAGED,10.085,21.248259259259275,0.85,255.32,34.752167169557374
user_3721,40,47,32,39,30,43,64,51,244,0,289,2,0,2,2,ENGAGED,31.83,150.17037288135597,0.0,1752.82,266.432257365407
user_2692,0,0,0,0,0,0,4,3,1,0,2,0,0,0,2,NOT_ENGAGED,6.8100000000000005,14.255,0.85,42.55,19.121864448844935
user_1361,5,4,5,12,2,2,14,28,16,0,20,2,6,0,16,ENGAGED,39.235,29.24727272727271,0.76,85.11,18.104317789454655
user_3094,28,22,47,12,60,37,62,50,218,0,241,15,0,0,12,ENGAGED,7.275,14.720111940298521,0.0,221.28,27.790978334100593
user_1516,33,17,22,25,31,29,33,32,158,0,153,20,4,0,13,ENGAGED,5.535,19.49705263157896,0.0,340.43,41.06345457118734
user_1196,0,0,0,0,3,0,0,2,1,0,2,0,0,0,1,NOT_ENGAGED,5.11,4.823333333333333,0.85,8.51,3.8380376930579163
user_2092,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,NOT_ENGAGED,4.68,4.68,0.85,8.51,5.416437943888954
user_138,1,2,0,2,2,0,0,1,6,0,7,0,0,0,0,NOT_ENGAGED,1.69,4.859999999999999,1.11,17.02,5.7996551621626615
user_1375,4,1,7,2,3,0,2,4,15,0,17,2,0,0,0,ENGAGED,11.91,69.32999999999998,0.72,540.3,135.2126800431248
user_1971,1,6,6,7,3,2,1,4,22,0,22,0,3,0,1,NOT_ENGAGED,11.41,13.18730769230769,0.85,43.22,11.001233588172667
user_4867,55,18,56,39,50,44,61,50,273,3,275,28,0,0,17,ENGAGED,17.02,78.22263157894739,0.0,1293.46,189.15971257725036
user_1261,9,22,9,14,5,12,11,14,68,0,67,1,2,0,12,ENGAGED,9.809999999999999,36.58841463414634,0.0,297.87,67.8046619444873
user_1924,2,0,0,0,5,0,0,5,2,0,4,0,2,0,1,NOT_ENGAGED,0.85,97.87285714285714,0.85,340.43,165.69807338593145
user_340,8,1,17,25,11,1,8,16,55,0,56,11,0,0,4,ENGAGED,17.02,37.6947887323944,0.77,340.43,61.64336946985934
user_1576,3,0,0,0,0,0,0,2,1,0,1,0,0,0,2,NOT_ENGAGED,0.85,3.1199999999999997,0.0,8.51,4.687184656059541
user_2715,11,2,3,7,4,5,6,9,29,0,33,2,1,0,2,ENGAGED,7.66,10.098684210526315,0.01,68.09,12.731003690937447
user_1422,236,140,362,188,243,186,193,249,1299,0,1473,19,28,13,15,ENGAGED,3.85,18.881253229974163,0.0,680.85,48.339159716528194
user_2308,78,55,97,85,77,60,88,127,413,0,530,7,0,2,1,ENGAGED,16.57,24.65888888888888,0.09,255.32,28.340884571247376
user_3032,8,5,3,6,6,9,7,19,25,0,35,0,3,0,6,ENGAGED,32.095,48.43181818181817,0.85,382.98,68.35206947319517
user_3409,3,4,4,1,6,3,2,5,18,0,19,0,0,0,4,ENGAGED,1.7,5.695217391304347,0.0,42.55,9.496275283961323
user_3332,9,6,5,17,5,4,11,13,44,0,49,4,0,0,4,ENGAGED,5.7,20.130526315789474,0.0,170.21,33.01828673094072
user_2761,0,0,2,0,0,0,1,2,1,0,1,0,0,0,2,NOT_ENGAGED,0.85,3.1199999999999997,0.0,8.51,4.687184656059541
user_3930,22,32,40,16,31,38,33,42,170,0,142,47,2,1,20,ENGAGED,8.5,9.279339622641507,0.0,170.21,14.662089767120037
user_512,2,16,21,9,4,4,2,7,51,0,16,41,0,0,1,ENGAGED,8.5,25.62689655172414,0.0,851.06,110.84287984012445
user_573,26,11,24,30,15,13,16,13,122,0,107,8,1,0,19,ENGAGED,19.4,62.09488888888891,0.0,1702.13,187.45741784675036
user_2990,4,0,0,2,5,2,2,6,9,0,10,1,0,0,4,ENGAGED,6.8,25.342666666666673,0.85,127.66,39.563516647585935
user_2155,3,2,3,3,0,0,0,5,6,0,8,1,0,0,2,ENGAGED,98.06,94.0690909090909,0.85,340.43,106.16508196714638
user_4302,135,75,147,137,116,85,122,57,760,1,794,15,1,3,3,ENGAGED,1.7,4.51571603427173,0.01,85.11,9.35307573703934
user_4967,23,22,27,37,15,18,19,39,122,0,117,7,15,5,17,ENGAGED,25.53,93.23565217391302,0.0,622.33,133.15529848067735
user_2442,32,28,41,42,37,23,31,36,198,1,219,6,0,0,8,ENGAGED,9.085,26.09316239316239,0.0,255.32,38.22898394062172
user_3525,8,5,7,7,5,10,5,7,40,1,40,3,0,0,3,ENGAGED,70.38,170.44340425531914,0.0,3404.26,501.9828839983387
user_2254,0,4,0,0,0,0,1,2,3,0,4,0,0,0,1,NOT_ENGAGED,0.85,9.925999999999998,0.27,42.55,18.340563786318018
user_2342,24,16,21,5,19,7,9,29,72,0,94,1,1,0,5,ENGAGED,5.95,18.37435643564356,0.0,544.68,56.984425879635594
user_2918,34,38,36,54,41,32,20,81,174,0,238,13,1,2,1,ENGAGED,8.77,17.046705882352963,0.0,127.66,19.228669871095594
