user_id,num_notifications,num_notified_15,num_notified_30,num_notified_45,num_notified_60,num_notified_90,num_notified_180,num_channles_of_com,num_reasons_com
user_1166,4,4.0,4.0,4.0,4.0,1.0,1.0,2,3
user_1656,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_2142,5,5.0,5.0,5.0,5.0,3.0,1.0,2,4
user_3363,2,2.0,2.0,2.0,2.0,0.0,0.0,2,2
user_2348,4,4.0,4.0,4.0,4.0,2.0,0.0,2,3
user_2840,6,6.0,4.0,4.0,4.0,2.0,0.0,2,4
user_2606,5,5.0,5.0,5.0,5.0,3.0,0.0,2,4
user_2189,4,4.0,4.0,4.0,4.0,3.0,1.0,2,3
user_2820,4,4.0,4.0,4.0,4.0,3.0,1.0,2,3
user_2125,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_3351,5,5.0,5.0,5.0,5.0,4.0,2.0,2,3
user_3328,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_2133,4,4.0,4.0,4.0,4.0,3.0,3.0,2,2
user_2409,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_3700,1,1.0,1.0,1.0,0.0,0.0,0.0,1,1
user_2311,1,1.0,1.0,1.0,0.0,0.0,0.0,1,1
user_3531,6,6.0,6.0,6.0,5.0,4.0,2.0,2,3
user_3766,1,1.0,1.0,1.0,0.0,0.0,0.0,1,1
user_2243,2,2.0,2.0,2.0,1.0,1.0,1.0,2,2
user_2333,1,1.0,1.0,1.0,0.0,0.0,0.0,1,1
user_2191,1,1.0,1.0,1.0,0.0,0.0,0.0,1,1
user_4937,3,3.0,3.0,2.0,2.0,2.0,0.0,2,2
user_4294,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1
user_4267,3,3.0,3.0,2.0,2.0,2.0,0.0,2,2
user_4551,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1
user_4437,2,2.0,2.0,1.0,1.0,0.0,0.0,2,2
user_4540,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1
user_4979,2,2.0,2.0,1.0,1.0,0.0,0.0,2,2
user_4882,4,4.0,4.0,3.0,3.0,2.0,0.0,2,4
user_4980,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1
user_3865,2,2.0,1.0,1.0,1.0,1.0,1.0,2,2
user_4458,1,1.0,0.0,0.0,0.0,0.0,0.0,1,1
user_3829,3,2.0,2.0,2.0,2.0,2.0,2.0,2,2
user_5559,3,2.0,2.0,2.0,2.0,2.0,0.0,2,2
user_6110,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1
user_5337,4,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_5457,3,2.0,2.0,2.0,2.0,2.0,0.0,2,2
user_6547,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1
user_6563,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_7660,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_5441,3,3.0,3.0,3.0,3.0,3.0,1.0,2,3
user_9908,7,7.0,7.0,7.0,7.0,7.0,7.0,1,2
user_9132,4,4.0,4.0,4.0,4.0,4.0,4.0,1,2
user_186,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_149,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_6450,2,2.0,2.0,2.0,2.0,1.0,1.0,1,2
user_6286,2,2.0,2.0,2.0,2.0,2.0,1.0,1,2
user_5273,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_8200,2,2.0,2.0,2.0,2.0,1.0,1.0,1,2
user_263,3,3.0,3.0,3.0,3.0,3.0,2.0,2,2
user_32,3,3.0,3.0,3.0,3.0,3.0,2.0,2,2
user_3071,3,3.0,3.0,3.0,3.0,3.0,3.0,1,1
user_7755,4,4.0,4.0,4.0,4.0,4.0,4.0,1,2
user_460,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_8428,4,4.0,4.0,4.0,4.0,4.0,4.0,1,2
user_7724,5,5.0,5.0,5.0,5.0,5.0,5.0,1,2
user_7268,8,8.0,8.0,8.0,8.0,5.0,4.0,2,5
user_9459,2,2.0,2.0,2.0,2.0,1.0,1.0,1,2
user_7829,3,3.0,3.0,3.0,3.0,1.0,1.0,2,2
user_6362,2,2.0,2.0,2.0,2.0,1.0,1.0,1,2
user_8975,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_9190,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_8486,5,5.0,5.0,5.0,5.0,4.0,1.0,2,4
user_201,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_400,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_916,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_4930,2,2.0,1.0,1.0,1.0,1.0,1.0,2,2
user_5760,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_1081,5,5.0,5.0,5.0,5.0,5.0,3.0,2,2
user_5635,4,4.0,4.0,4.0,4.0,3.0,2.0,2,3
user_6627,4,4.0,4.0,4.0,4.0,4.0,4.0,1,2
user_8674,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_8853,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_9314,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_7929,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_6660,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_5583,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_8813,5,5.0,5.0,5.0,5.0,5.0,5.0,1,2
user_261,3,3.0,3.0,3.0,3.0,3.0,3.0,1,1
user_1624,6,6.0,6.0,6.0,6.0,5.0,5.0,2,2
user_377,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_8232,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_388,3,3.0,3.0,3.0,3.0,3.0,2.0,2,2
user_9886,5,5.0,5.0,5.0,5.0,5.0,5.0,1,2
user_392,3,3.0,3.0,3.0,3.0,3.0,2.0,2,2
user_9901,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_9959,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_4805,2,2.0,1.0,1.0,1.0,1.0,1.0,2,2
user_4103,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_4518,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_4171,3,3.0,2.0,2.0,2.0,2.0,2.0,2,2
user_9943,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_7388,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_7783,4,4.0,4.0,4.0,4.0,3.0,2.0,2,4
user_6662,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_7176,4,4.0,4.0,4.0,4.0,4.0,4.0,1,2
user_8529,4,4.0,4.0,4.0,4.0,4.0,4.0,1,2
user_8887,3,3.0,3.0,3.0,3.0,3.0,3.0,2,2
user_6826,3,3.0,3.0,3.0,3.0,3.0,1.0,2,2
user_7402,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_7775,4,4.0,4.0,4.0,4.0,4.0,4.0,1,2
user_8495,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_8530,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_9508,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_9259,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_9047,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_9094,3,3.0,3.0,3.0,3.0,1.0,1.0,2,2
user_8391,2,2.0,2.0,2.0,2.0,2.0,1.0,2,2
user_6943,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_9174,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_8210,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_4230,3,3.0,2.0,2.0,2.0,1.0,1.0,2,3
user_4543,3,3.0,2.0,2.0,2.0,2.0,2.0,2,2
user_4110,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_9244,3,3.0,3.0,3.0,3.0,1.0,1.0,1,3
user_5955,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_8257,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_9865,4,4.0,4.0,4.0,4.0,4.0,4.0,1,2
user_9986,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_878,4,4.0,4.0,4.0,4.0,4.0,3.0,2,2
user_499,3,3.0,3.0,3.0,3.0,3.0,2.0,2,2
user_951,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_1400,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_2029,3,3.0,3.0,3.0,3.0,1.0,0.0,2,2
user_1772,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_1226,2,2.0,2.0,2.0,2.0,0.0,0.0,2,2
user_1222,5,5.0,5.0,5.0,5.0,4.0,3.0,2,3
user_1598,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_1327,2,2.0,2.0,2.0,2.0,1.0,0.0,1,2
user_1381,3,3.0,3.0,3.0,3.0,1.0,0.0,2,3
user_1265,2,2.0,2.0,2.0,2.0,0.0,0.0,2,2
user_1727,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_1880,2,2.0,2.0,2.0,2.0,1.0,0.0,1,2
user_1259,3,3.0,3.0,3.0,3.0,1.0,0.0,2,3
user_2596,2,2.0,2.0,2.0,2.0,1.0,0.0,1,2
user_2367,3,3.0,3.0,3.0,3.0,1.0,0.0,2,3
user_3475,2,2.0,2.0,2.0,2.0,0.0,0.0,2,2
user_3126,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_2402,5,5.0,5.0,5.0,5.0,4.0,1.0,2,4
user_2985,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_2568,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_2285,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_3808,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_2877,6,6.0,6.0,6.0,5.0,5.0,1.0,2,3
user_3128,1,1.0,1.0,1.0,0.0,0.0,0.0,1,1
user_2658,2,2.0,2.0,2.0,1.0,1.0,1.0,2,2
user_2370,1,1.0,1.0,1.0,0.0,0.0,0.0,1,1
user_3209,4,4.0,4.0,4.0,3.0,2.0,0.0,2,2
user_2724,4,4.0,4.0,4.0,3.0,1.0,0.0,2,3
user_2389,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1
user_3876,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1
user_4513,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1
user_4845,3,3.0,3.0,2.0,2.0,2.0,0.0,2,2
user_4561,3,3.0,3.0,2.0,2.0,2.0,0.0,2,2
user_3900,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1
user_3961,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1
user_3855,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1
user_4901,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1
user_4740,2,2.0,2.0,1.0,1.0,0.0,0.0,2,2
user_4692,3,3.0,3.0,2.0,2.0,1.0,0.0,2,3
user_4558,2,2.0,1.0,1.0,1.0,0.0,0.0,2,2
user_4357,2,2.0,1.0,1.0,1.0,1.0,1.0,2,2
user_4113,3,3.0,2.0,2.0,2.0,1.0,0.0,2,3
user_4328,3,3.0,2.0,2.0,2.0,0.0,0.0,2,2
user_4440,1,1.0,0.0,0.0,0.0,0.0,0.0,1,1
user_4795,1,1.0,0.0,0.0,0.0,0.0,0.0,1,1
user_4954,2,2.0,1.0,1.0,1.0,1.0,1.0,2,2
user_4033,1,1.0,0.0,0.0,0.0,0.0,0.0,1,1
user_4064,3,3.0,2.0,2.0,2.0,2.0,0.0,2,2
user_6520,3,2.0,2.0,2.0,2.0,2.0,0.0,2,2
user_6577,3,2.0,2.0,2.0,2.0,2.0,0.0,2,2
user_6001,4,3.0,3.0,3.0,3.0,3.0,0.0,2,3
user_5594,4,3.0,3.0,3.0,3.0,3.0,0.0,2,3
user_5381,3,2.0,2.0,2.0,2.0,2.0,2.0,2,2
user_5040,4,3.0,3.0,3.0,3.0,3.0,0.0,2,3
user_5283,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1
user_5445,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1
user_4393,3,3.0,3.0,3.0,3.0,2.0,2.0,1,2
user_4055,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_5052,5,4.0,4.0,4.0,4.0,4.0,3.0,2,3
user_8203,2,2.0,2.0,2.0,2.0,1.0,0.0,2,2
user_9744,3,3.0,3.0,3.0,3.0,2.0,0.0,2,3
user_5182,4,4.0,4.0,4.0,4.0,1.0,0.0,2,3
user_1930,2,2.0,2.0,2.0,2.0,1.0,0.0,1,2
user_2057,3,3.0,3.0,3.0,3.0,2.0,1.0,2,3
user_8068,4,4.0,4.0,4.0,4.0,1.0,0.0,2,3
user_3942,2,2.0,2.0,2.0,2.0,1.0,0.0,2,2
user_387,5,5.0,5.0,5.0,5.0,3.0,0.0,2,3
user_9382,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_5704,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_3820,3,3.0,2.0,2.0,2.0,1.0,0.0,2,3
user_8825,3,3.0,3.0,3.0,3.0,3.0,1.0,2,3
user_9408,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_9499,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_5833,2,2.0,2.0,2.0,2.0,1.0,0.0,2,2
user_1819,2,2.0,2.0,2.0,2.0,1.0,0.0,1,2
user_6289,3,3.0,3.0,3.0,3.0,1.0,0.0,2,2
user_2694,2,2.0,2.0,2.0,2.0,2.0,0.0,2,2
user_8158,2,2.0,2.0,2.0,2.0,2.0,1.0,2,2
user_9106,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_831,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_2108,4,4.0,4.0,4.0,3.0,1.0,0.0,2,3
user_8501,2,2.0,2.0,2.0,2.0,1.0,0.0,2,2
user_6259,2,2.0,2.0,2.0,2.0,1.0,0.0,2,2
user_3535,3,3.0,3.0,3.0,3.0,1.0,0.0,2,3
user_7224,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_7856,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_8588,5,5.0,5.0,5.0,5.0,5.0,5.0,1,2
user_8866,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_9168,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_9010,4,4.0,4.0,4.0,4.0,4.0,4.0,1,2
user_8131,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_8218,4,4.0,4.0,4.0,4.0,4.0,4.0,1,2
user_9203,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_6182,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_9470,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_9069,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_9023,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_6198,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_5486,4,4.0,4.0,4.0,4.0,4.0,3.0,1,3
user_6210,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_6082,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_7377,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_6757,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_6702,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_8977,4,4.0,4.0,4.0,4.0,3.0,1.0,2,3
user_1197,6,6.0,6.0,6.0,6.0,4.0,4.0,2,3
user_1307,3,3.0,3.0,3.0,3.0,3.0,3.0,1,1
user_4627,3,3.0,3.0,3.0,3.0,2.0,2.0,1,2
user_1690,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_3106,6,6.0,6.0,6.0,6.0,4.0,1.0,2,4
user_1578,4,4.0,4.0,4.0,4.0,4.0,3.0,2,2
user_9574,4,4.0,4.0,4.0,4.0,2.0,2.0,1,3
user_4355,3,3.0,3.0,2.0,2.0,2.0,0.0,2,2
user_8480,4,4.0,4.0,4.0,4.0,4.0,4.0,1,2
user_462,4,4.0,4.0,4.0,4.0,4.0,3.0,2,2
user_894,4,4.0,4.0,4.0,4.0,4.0,3.0,2,2
user_288,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_4252,2,2.0,1.0,1.0,1.0,0.0,0.0,2,2
user_4729,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_823,2,2.0,2.0,2.0,2.0,1.0,1.0,1,2
user_3799,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_5184,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_8122,2,2.0,2.0,2.0,2.0,1.0,0.0,2,2
user_5768,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_5761,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_8954,4,4.0,4.0,4.0,4.0,3.0,1.0,2,3
user_6420,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_9923,4,4.0,4.0,4.0,4.0,1.0,0.0,2,3
user_8364,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_6060,2,2.0,2.0,2.0,2.0,1.0,0.0,1,2
user_2471,2,2.0,2.0,2.0,2.0,0.0,0.0,2,2
user_1373,4,4.0,4.0,4.0,4.0,3.0,0.0,2,4
user_4721,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_6166,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_1724,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_4508,3,3.0,2.0,2.0,2.0,1.0,0.0,2,3
user_7017,2,2.0,2.0,2.0,2.0,0.0,0.0,1,2
user_8453,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_50,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_9006,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_1016,2,2.0,2.0,2.0,2.0,1.0,1.0,1,2
user_8157,4,3.0,3.0,3.0,3.0,2.0,0.0,2,3
user_4931,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_7517,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_8584,3,3.0,3.0,3.0,3.0,1.0,0.0,2,2
user_1108,4,4.0,4.0,4.0,4.0,4.0,3.0,2,2
user_9473,2,2.0,2.0,2.0,2.0,2.0,2.0,2,2
user_3902,2,2.0,2.0,1.0,1.0,1.0,0.0,1,2
user_4687,4,4.0,3.0,3.0,3.0,3.0,2.0,2,3
user_7545,2,2.0,2.0,2.0,2.0,2.0,0.0,2,1
user_2767,3,3.0,3.0,3.0,3.0,2.0,0.0,2,1
user_7432,2,2.0,2.0,2.0,2.0,2.0,0.0,2,1
user_1200,2,2.0,2.0,2.0,2.0,1.0,0.0,1,2
user_7612,3,3.0,3.0,3.0,3.0,3.0,1.0,2,2
user_7453,2,2.0,2.0,2.0,2.0,2.0,0.0,2,1
user_6628,2,2.0,2.0,2.0,2.0,2.0,0.0,2,1
user_7097,4,4.0,4.0,4.0,4.0,4.0,0.0,2,1
user_7554,5,5.0,5.0,5.0,5.0,5.0,1.0,2,2
user_7872,4,4.0,4.0,4.0,4.0,4.0,1.0,2,3
user_7968,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_4666,3,3.0,3.0,2.0,2.0,2.0,0.0,2,2
user_7888,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_8015,2,2.0,2.0,2.0,2.0,2.0,0.0,2,1
user_8104,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_8304,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_8667,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_4605,3,3.0,3.0,3.0,3.0,3.0,0.0,2,2
user_8990,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_4699,3,3.0,3.0,2.0,2.0,2.0,0.0,2,2
user_4287,2,2.0,2.0,2.0,2.0,2.0,0.0,2,1
user_5798,3,2.0,2.0,2.0,2.0,2.0,0.0,2,2
user_8720,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_3794,4,4.0,4.0,4.0,4.0,3.0,1.0,2,3
user_8492,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_958,4,4.0,4.0,4.0,4.0,2.0,0.0,2,3
user_7507,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_3715,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_985,3,3.0,3.0,3.0,3.0,3.0,0.0,2,2
user_4880,4,4.0,3.0,3.0,3.0,3.0,1.0,2,3
user_7800,3,3.0,3.0,3.0,3.0,2.0,0.0,2,1
user_7567,3,3.0,3.0,3.0,3.0,3.0,0.0,2,2
user_4622,3,3.0,2.0,2.0,2.0,2.0,0.0,2,2
user_2523,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_3620,3,3.0,3.0,3.0,3.0,2.0,0.0,2,2
user_2816,4,4.0,4.0,4.0,4.0,3.0,1.0,2,3
user_2356,4,4.0,4.0,4.0,4.0,3.0,1.0,2,3
user_6151,3,2.0,2.0,2.0,2.0,2.0,0.0,2,2
user_580,4,4.0,4.0,4.0,4.0,3.0,0.0,2,3
user_5551,3,2.0,2.0,2.0,2.0,0.0,0.0,2,2
user_7917,3,3.0,3.0,3.0,3.0,0.0,0.0,2,2
user_6916,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_156,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_6985,3,3.0,3.0,3.0,3.0,0.0,0.0,2,2
user_7988,3,3.0,3.0,3.0,3.0,0.0,0.0,2,2
user_344,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_6352,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_594,3,3.0,3.0,3.0,3.0,1.0,0.0,2,2
user_6433,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_5364,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_6276,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_6570,3,3.0,3.0,3.0,3.0,1.0,0.0,2,2
user_1345,4,4.0,4.0,4.0,4.0,2.0,0.0,2,3
user_2562,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_5918,6,6.0,6.0,6.0,6.0,2.0,2.0,2,4
user_2023,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_6368,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_5605,3,3.0,3.0,3.0,3.0,0.0,0.0,2,2
user_8751,3,3.0,3.0,3.0,3.0,1.0,1.0,2,2
user_9666,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_3722,3,3.0,3.0,3.0,3.0,1.0,0.0,2,2
user_5520,2,2.0,2.0,2.0,2.0,0.0,0.0,2,1
user_6632,5,5.0,5.0,5.0,5.0,4.0,2.0,2,4
user_8854,2,2.0,2.0,2.0,2.0,1.0,0.0,1,2
user_8270,3,3.0,3.0,3.0,3.0,3.0,1.0,2,3
user_2038,3,3.0,3.0,3.0,3.0,3.0,1.0,2,3
user_4396,3,3.0,3.0,3.0,3.0,3.0,0.0,2,3
user_5264,3,3.0,3.0,3.0,3.0,2.0,0.0,2,3
user_8517,2,2.0,2.0,2.0,2.0,2.0,1.0,1,2
user_6091,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_940,3,3.0,3.0,3.0,3.0,2.0,2.0,1,2
user_4825,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_4898,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_217,3,3.0,3.0,3.0,3.0,2.0,2.0,1,2
user_816,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_203,3,3.0,3.0,3.0,3.0,2.0,2.0,1,2
user_5013,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_5332,3,2.0,2.0,2.0,2.0,2.0,2.0,2,2
user_5863,3,2.0,2.0,2.0,2.0,2.0,2.0,2,2
user_5185,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_4596,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_5902,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_6707,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_9274,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_8213,2,2.0,2.0,2.0,2.0,0.0,0.0,1,1
user_3912,2,2.0,1.0,1.0,1.0,0.0,0.0,2,2
user_8563,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_492,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_2118,6,6.0,6.0,6.0,6.0,2.0,2.0,2,3
user_2876,2,2.0,2.0,2.0,2.0,0.0,0.0,2,2
user_7169,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_5572,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_5479,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_4073,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_4552,3,3.0,3.0,2.0,2.0,1.0,1.0,2,3
user_6023,3,3.0,3.0,3.0,3.0,2.0,2.0,1,2
user_7363,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_9383,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_7753,2,2.0,2.0,2.0,2.0,0.0,0.0,1,2
user_9604,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_7712,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1
user_8899,2,2.0,2.0,2.0,2.0,1.0,0.0,2,2
user_6917,2,2.0,2.0,2.0,2.0,0.0,0.0,1,2
user_6834,2,2.0,2.0,2.0,2.0,0.0,0.0,1,2
user_7851,3,3.0,3.0,3.0,3.0,1.0,1.0,1,3
user_6486,2,2.0,2.0,2.0,2.0,2.0,1.0,2,2
user_5915,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_8686,3,3.0,3.0,3.0,3.0,1.0,0.0,2,3
user_4739,2,2.0,2.0,1.0,1.0,1.0,0.0,1,2
user_5221,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_5401,2,2.0,2.0,2.0,2.0,1.0,0.0,2,2
user_6464,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_8753,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_7553,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1
user_5206,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_8057,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
user_6236,2,1.0,1.0,1.0,1.0,1.0,1.0,2,2
user_8830,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_9736,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_9663,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_993,3,3.0,3.0,3.0,3.0,3.0,2.0,2,3
user_6380,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_5730,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_9400,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_2449,2,2.0,2.0,2.0,2.0,2.0,2.0,1,1
user_9615,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2
user_5654,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_5919,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1
user_7047,2,2.0,2.0,2.0,2.0,2.0,2.0,1,2
